0,1,Clase
0.234955,-0.136078,1
0.013947,0.212708,0
0.275452,-0.12796,1
-0.094269,0.146576,0
-0.046295,-0.400299,0
-0.449005,0.378387,0
0.217865,0.176453,1
-0.08197,-0.074921,0
-0.246765,-0.005859,1
-0.234833,0.489929,0
-0.189636,-0.478424,0
-0.231354,0.456329,0
0.312225,-0.437134,0
-0.023376,0.43396,0
0.209686,-0.447388,0
0.307983,-0.298553,0
-0.446533,-0.017975,1
0.315002,0.389526,0
0.252075,-0.450165,0
-0.071686,-0.252167,0
-0.016418,0.131195,0
0.403015,0.339722,0
0.230774,0.159149,1
0.184845,-0.491577,0
-0.092102,-0.488495,0
-0.085052,-0.041534,0
-0.451874,0.497589,0
0.291901,-0.203949,1
-0.479767,0.038422,1
0.010345,-0.127808,0
0.243225,-0.366333,0
0.493927,-0.2276,0
-0.13208,0.209839,0
-0.357452,0.296509,0
0.394012,0.442902,0
0.311584,-0.227539,0
-0.308563,-0.350922,0
-0.257629,0.048004,1
0.394775,-0.161713,0
-0.337128,-0.496338,0
0.139374,0.022736,1
0.276611,-0.069,1
0.108337,0.375763,0
-0.140686,-0.379944,0
0.358246,0.333679,0
0.181671,0.499146,0
-0.106415,0.234741,0
0.476868,-0.32843,0
-0.042664,-0.410858,0
0.172089,0.1922,1
-0.49234,-0.426544,0
0.102142,0.428253,0
0.348511,-0.156494,1
0.424316,-0.152252,0
-0.116577,0.25946,0
-0.04657,-0.420563,0
-0.038849,-0.383545,0
0.135101,-0.412048,0
-0.218292,-0.02478,1
0.376892,-0.191986,0
0.331879,-0.31424,0
-0.0448,0.081238,0
0.318665,-0.301605,0
0.217529,0.239563,0
0.069519,0.255402,0
0.297943,0.178925,1
0.368164,-0.442535,0
0.065369,0.266724,0
-0.305206,0.498444,0
-0.477173,-0.072815,1
-0.160889,0.062134,1
0.376556,-0.25177,0
0.355377,0.475037,0
-0.00592,-0.046509,0
-0.172211,-0.29126,0
0.46936,-0.416718,0
0.415497,0.425446,0
0.014313,0.228516,0
-0.354797,-0.039124,1
0.395325,-0.339294,0
-0.07901,0.437866,0
-0.366882,0.202728,0
-0.280579,-0.395325,0
-0.314575,0.183105,1
-0.060974,0.491516,0
0.330566,0.318268,0
0.372894,0.479401,0
-0.028931,0.366241,0
-0.227051,-0.125366,1
-0.424072,-0.104492,1
0.474854,-0.417023,0
0.480225,-0.486938,0
0.052216,-0.022705,0
0.261108,0.394836,0
-0.031342,-0.447815,0
0.408478,0.463074,0
-0.302887,0.459534,0
0.00943,0.053406,0
0.274048,-0.481506,0
0.165192,0.416473,0
-0.241302,-0.20578,1
0.3591,-0.103241,1
-0.435394,0.338226,0
0.494568,0.133392,0
0.133606,0.185089,1
-0.178192,0.125702,1
-0.080048,0.198212,0
0.471771,-0.491821,0
0.15387,-0.140381,1
-0.183594,-0.122131,1
0.353241,-0.403809,0
0.373901,-0.481537,0
0.05188,-0.262848,0
0.477386,0.364471,0
-0.286499,-0.303802,0
0.42627,-0.4505,0
0.300018,0.47171,0
