0.285859,0.795249,0.646488,-0.217658,0
0.556382,0.482016,0.098951,-0.749375,0
0.250219,-0.372066,-0.284810,0.407843,0
-0.812271,0.326447,-0.842205,-0.487461,0
-0.856101,-0.420801,0.226435,0.571628,0
0.644002,0.233858,-0.833499,0.323103,0
-0.347646,-0.244322,0.387241,0.508165,0
0.306090,-0.384703,0.997568,-0.656546,0
-0.758534,-0.142855,0.659306,-0.543233,0
-0.147307,-0.932401,0.835974,0.489592,0
0.062166,0.805066,-0.952931,-0.008680,0
-0.724029,-0.594103,0.360026,0.417246,0
-0.800945,-0.103085,-0.801470,-0.447308,0
-0.598038,0.497888,0.189512,0.416495,0
-0.293996,0.077773,0.511883,-0.754862,0
0.369860,0.681417,0.667746,0.158371,0
0.525002,0.545786,0.027479,-0.233303,0
-0.353767,0.720247,0.408996,0.742669,0
-0.272493,0.019123,-0.825460,0.566791,0
-0.645299,0.563885,-0.744791,0.400975,0
-0.233322,0.208141,0.138419,-0.578291,0
-0.741801,0.545549,-0.275922,-0.474340,0
-0.364642,0.697922,0.929874,-0.278354,0
0.308764,0.749854,-0.130886,0.589180,0
-0.950978,-0.008056,0.178413,-0.294912,0
0.038849,0.355988,0.078773,0.225482,0
-0.056520,0.642891,0.696408,-0.561201,0
0.175663,-0.594022,-0.357273,0.894938,0
0.113112,0.186896,-0.008509,0.832239,0
-0.902852,-0.212550,0.311433,-0.496627,0
-0.343662,0.238781,-0.922623,-0.020821,0
0.446632,0.671831,0.661744,0.104857,0
0.663912,0.185516,0.745877,0.070740,0
-0.552647,-0.648676,-0.152474,0.920417,0
-0.692956,-0.391672,-0.362469,0.102735,0
-0.336584,-0.380344,0.321392,0.775949,0
-0.831575,-0.310474,0.524444,-0.954530,0
-0.917170,0.270026,-0.698391,0.454319,0
-0.927871,-0.068380,-0.232884,0.170723,0
0.583119,-0.109934,0.043499,0.945529,0
0.563382,-0.310720,0.875811,-0.877729,0
-0.460038,-0.727775,0.171011,0.572218,0
-0.132037,-0.341906,-0.438930,0.813738,0
0.037218,0.100040,0.467156,0.552561,0
0.503053,0.625310,0.645977,-0.221411,0
