-0.932861,-0.348555,0
0.471330,-0.152117,0
-0.676675,-0.456844,0
-0.337246,-0.237882,0
-0.750397,-0.383328,0
-0.758688,-0.152936,0
-0.744680,0.048221,0
0.705529,-0.184928,0
-0.655576,-0.735598,0
-0.808737,-0.141433,0
-0.896522,-0.163586,0
-0.415359,0.718958,0
-0.927894,0.236508,0
0.271901,-0.375783,0
-0.930145,-0.105607,0
-0.345468,0.248602,0
0.663214,-0.694851,0
0.089234,-0.518392,0
-0.101803,-0.874964,0
0.130268,0.086180,0
0.567788,0.072601,0
-0.205457,0.785066,0
-0.099340,-0.977643,0
0.429972,0.605068,0
0.496782,-0.348552,0
-0.168580,-0.559557,0
0.084636,0.052245,0
-0.198173,-0.893041,0
-0.687886,-0.668669,0
-0.145295,-0.474557,0
0.577688,0.345283,0
-0.756435,0.121073,0
0.263072,-0.894123,0
-0.281281,0.208984,0
0.289721,-0.861003,0
-0.349515,0.831648,0
0.526346,-0.395794,0
-0.256797,-0.820663,0
-0.312348,0.263280,0
-0.094735,-0.901206,0
-0.140695,0.148054,0
-0.341565,0.235161,0
-0.725818,-0.324632,0
-0.381527,-0.176923,0
0.019111,0.357465,0
0.438472,-0.239391,0
-0.704603,0.204162,0
0.438763,-0.286495,0
-0.358819,0.787580,0
0.591691,-0.721400,0
0.634529,-0.720317,0
0.434852,0.511671,0
0.941271,-0.281673,0
-0.208334,0.226942,0
-0.803485,-0.419556,0
-0.194102,0.644578,0
-0.762131,0.415165,0
-0.783452,0.119732,0
0.049742,-0.621330,0
-0.204730,0.778547,0
-0.383162,-0.064683,0
-0.448652,-0.166964,0
0.595685,0.351256,0
0.224536,0.670786,0
-0.923401,-0.034052,0
-0.812358,-0.558818,0
-0.013824,0.308395,0
-0.866936,0.308449,0
0.368481,-0.906197,0
-0.793680,-0.201722,0
0.374086,-0.306756,0
0.551169,0.394917,0
-0.620868,0.570081,0
-0.797727,0.107182,0
0.602014,0.236146,0
-0.064235,0.338884,0
-0.381055,-0.415475,0
0.618793,0.054700,0
-0.987860,0.029739,0
-0.466326,-0.137044,0
-0.846489,-0.441565,0
0.135714,0.776439,0
-0.269326,-0.222956,0
0.543650,0.043991,0
-0.802510,0.099248,0
-0.023637,-0.430040,0
0.502877,-0.294436,0
0.220589,0.663622,0
-0.723536,-0.584891,0
-0.571377,0.692879,0
0.452158,-0.307521,0
0.386149,-0.544964,0
-0.754839,-0.089133,0
0.001099,0.790258,0
-0.293799,-0.257261,0
0.225546,0.724269,0
0.577594,0.277086,0
-0.413976,-0.863674,0
-0.366621,-0.370246,0
-0.862389,0.028182,0
-0.725193,-0.479225,0
-0.302328,-0.362660,0
0.176442,-0.510733,0
0.057529,-0.586025,0
0.508827,0.609275,0
-0.225671,0.224234,0
0.218285,0.147037,0
0.353209,-0.460846,0
-0.137389,0.289563,0
-0.900483,-0.337687,0
0.185954,0.687086,0
0.602941,0.503980,0
-0.689041,0.316870,0
0.259904,-0.573706,0
-0.375747,0.031166,0
-0.464853,-0.782443,0
-0.377488,-0.356596,0
-0.030618,0.722758,0
-0.484496,0.626536,0
0.413794,-0.276426,0
0.048039,-0.005856,0
-0.351724,0.149400,0
-0.469340,-0.856295,0
-0.072729,-0.416563,0
0.728528,0.264872,0
-0.569486,-0.741357,0
-0.909546,0.169291,0
-0.057334,-0.557325,0
0.084730,-0.460379,0
0.593709,0.256944,0
-0.753180,0.365752,0
-0.634014,-0.695972,0
0.115047,-0.526166,0
-0.238240,0.700089,0
-0.995883,-0.062863,0
0.519271,0.107654,0
-0.376782,-0.778964,0
0.158173,-0.481203,0
-0.852088,0.164824,0
0.162348,0.801153,0
-0.443506,0.575905,0
0.050634,0.809201,0
-0.307024,-0.110062,0
0.371549,-0.382363,0
0.129166,-0.617398,0
0.321189,0.523491,0
-0.304357,0.779501,0
-0.538580,0.456429,0
-0.208851,0.855126,0
-0.505365,-0.850011,0
-0.928516,0.277527,0
0.475081,0.259169,0
-0.935277,-0.255775,0
-0.824667,0.169604,0
0.110337,0.025641,0
-0.360771,-0.169065,0
0.515589,-0.104423,0
-0.844101,-0.473191,0
0.571419,0.468124,0
-0.086175,0.334962,0
0.335732,-0.533816,0
-0.489232,-0.809822,0
-0.726931,0.274723,0
0.361113,0.632833,0
0.047541,-0.623119,0
0.623689,0.381212,0
0.031354,0.364888,0
0.623649,-0.261126,0
-0.941310,0.059462,0
-0.043135,-0.875992,0
-0.800691,0.209648,0
-0.664783,0.482435,0
0.233563,0.622076,0
-0.728936,0.279489,0
-0.234742,-0.386122,0
0.361917,0.631247,0
-0.715704,0.530768,0
-0.420724,0.757889,0
